iso3,country,year,fpe_score,phi,peers
ETH,Ethiopia,2015,1.0000000000000002,0.9999999999999999,ETH
GEO,Georgia,2015,0.711391897312475,1.4056949534818155,ZMB
HUN,Hungary,2015,0.8776574408343361,1.1393967093235833,ZMB
IDN,Indonesia,2015,0.9666064981949457,1.0345471521942111,ZMB
KAZ,Kazakhstan,2015,0.977336542318492,1.023189000615637,ZMB
KEN,Kenya,2015,0.9507621339751304,1.0517877860985128,ZMB
LVA,Latvia,2015,0.8080625752105898,1.2375279225614295,ZMB
MLI,Mali,2015,0.9959196500007121,1.0040970674685301,"ETH,ZMB"
MLT,Malta,2015,0.8429602888086644,1.1862955032119913,ZMB
MMR,Myanmar,2015,0.8642198154833535,1.1571130192620096,ZMB
MNE,Montenegro,2015,0.8998194945848377,1.1113340020060178,ZMB
NAM,Namibia,2015,1.0000000000000002,0.9999999999999999,NAM
NGA,Nigeria,2015,0.8169875651825113,1.2240088376089355,ZMB
NPL,Nepal,2015,0.9041315683914961,1.1060337178349602,ZMB
PAK,Pakistan,2015,0.9655030724333319,1.0357294850235188,"ETH,ZMB"
PER,Peru,2015,0.9199759326113118,1.0869849574885544,ZMB
PHL,Philippines,2015,0.9395306859205774,1.064361191162344,ZMB
POL,Poland,2015,0.8546931407942238,1.1700105596620909,ZMB
SLV,El Salvador,2015,0.9797432811873247,1.0206755373592629,ZMB
SRB,Serbia,2015,0.9220818291215405,1.0845024469820552,ZMB
TGO,Togo,2015,0.7424422131382902,1.3469061730380572,"ETH,ZMB"
TUN,Tunisia,2015,0.8349378259125553,1.1976939706942107,ZMB
UKR,Ukraine,2015,0.9313076614520657,1.0737590179821257,ZMB
ZMB,Zambia,2015,0.9999999999999998,1.0000000000000002,ZMB
AFG,Afghanistan,2016,0.7704602933737987,1.2979254201680672,RWA
ARM,Armenia,2016,0.8164896307536673,1.2247552967414197,RWA
BGD,Bangladesh,2016,0.7649845812189188,1.3072158897720658,"MLI,RWA"
BLR,Belarus,2016,0.9152250885179566,1.0926273902951253,RWA
BRB,Barbados,2016,0.8460293373798685,1.1819921080951812,RWA
CAN,Canada,2016,0.9772382397572078,1.0232919254658386,RWA
COL,Colombia,2016,0.928780981284775,1.076680100206949,RWA
GEO,Georgia,2016,0.7006575619625697,1.427230724805082,RWA
GHA,Ghana,2016,0.9981790591805767,1.0018242626938278,RWA
GRC,Greece,2016,0.8407688416793121,1.1893875586572014,RWA
HUN,Hungary,2016,0.8911482043500254,1.1221478033829038,RWA
IDN,Indonesia,2016,0.9680323722812342,1.0330233044205246,RWA
LBR,Liberia,2016,0.9433485078401619,1.060053619302949,RWA
LVA,Latvia,2016,0.7950429944360142,1.2577936124188827,RWA
MEX,Mexico,2016,0.9960546282245826,1.0039609993906156,RWA
MLI,Mali,2016,1.0000000000000002,0.9999999999999999,MLI
MNG,Mongolia,2016,0.9662114314618109,1.03497016019265,RWA
NPL,Nepal,2016,0.903793626707132,1.1064472800537273,RWA
PER,Peru,2016,0.9260495700556398,1.0798558007428447,RWA
POL,Poland,2016,0.8594840667678301,1.1634887005649717,RWA
ROU,Romania,2016,0.8758725341426404,1.1417186417186416,RWA
RWA,Rwanda,2016,1.0,1.0,RWA
SLV,El Salvador,2016,0.9620637329286799,1.0394321766561514,RWA
SWZ,Eswatini,2016,1.0,1.0,SWZ
TJK,Tajikistan,2016,0.9190692969145169,1.0880572372041828,RWA
UGA,Uganda,2016,0.8571573090541224,1.1666469963413195,RWA
UKR,Ukraine,2016,0.9212948912493677,1.0854287910398595,RWA
URY,Uruguay,2016,0.9902883156297422,1.0098069261415874,RWA
VNM,Viet Nam,2016,0.9166413758219525,1.0909391899348857,RWA
ALB,Albania,2017,0.925474667478932,1.08052660449808,MLI
ARG,Argentina,2017,0.9343906244275514,1.0702162177757764,"BTN,MLI"
ARM,Armenia,2017,0.7976444309066911,1.2536914460285131,MLI
BLR,Belarus,2017,0.9217464580467282,1.0848970356979715,"BTN,MLI"
BRA,Brazil,2017,0.9076836889091464,1.1017053762437874,"BTN,MLI"
BTN,Bhutan,2017,1.0,1.0,BTN
CAN,Canada,2017,0.999195637042106,1.0008050104785036,"BTN,MLI"
GAB,Gabon,2017,0.9891013008202235,1.0110187896535356,"BTN,MLI"
GEO,Georgia,2017,0.6966189460858971,1.4355050284215127,MLI
HUN,Hungary,2017,0.907091189255528,1.102424995243008,"BTN,MLI"
IDN,Indonesia,2017,0.9707714053487478,1.030108627520556,"BTN,MLI"
IND,India,2017,0.8380546248350086,1.1932396413859947,MLI
IRQ,Iraq,2017,0.816631130063966,1.2245430809399476,MLI
JOR,Jordan,2017,0.9542232473832314,1.0479727912124361,"BTN,MLI"
KAZ,Kazakhstan,2017,0.9909728338019173,1.0091093982500505,"BTN,MLI"
MLI,Mali,2017,1.0,1.0,MLI
MMR,Myanmar,2017,0.8862828713574982,1.128307939053729,MLI
MUS,Mauritius,2017,0.93207432226622,1.072875816993464,MLI
PAN,Panama,2017,0.9579276273303654,1.0439201996782215,"BTN,MLI"
PER,Peru,2017,0.9427693266346372,1.0607048529778293,"BTN,MLI"
POL,Poland,2017,0.87118683986024,1.1478593962236905,"BTN,MLI"
SLV,El Salvador,2017,0.9759573258405972,1.0246349645858692,"BTN,MLI"
TJK,Tajikistan,2017,0.925474667478932,1.08052660449808,MLI
UKR,Ukraine,2017,0.9412123058178496,1.0624595469255662,MLI
ZWE,Zimbabwe,2017,1.0,1.0,ZWE
AGO,Angola,2018,0.6578581560182748,1.5200845210349885,"GIN,MLI"
BEN,Benin,2018,0.8727209945978143,1.1458415761624265,"GIN,MLI"
BFA,Burkina Faso,2018,0.935003929125869,1.0695142221860987,"GIN,MLI"
BLR,Belarus,2018,0.9999999999999996,1.0000000000000004,BLR
CHN,China,2018,0.77220748176386,1.29498874799273,"GIN,MLI"
CIV,Cote d'Ivoire,2018,0.934940001417104,1.0695873515779446,"GIN,MLI"
CRI,Costa Rica,2018,1.0,1.0,CRI
DOM,Dominican Republic,2018,0.9586640856066302,1.0431182465411886,"CRI,MLI"
ETH,Ethiopia,2018,1.0,1.0,ETH
GEO,Georgia,2018,0.7118170697698674,1.404855323746736,"GIN,MLI"
GIN,Guinea,2018,1.0,1.0,GIN
HUN,Hungary,2018,0.9240481174858074,1.0821947267430683,"CRI,MLI"
IDN,Indonesia,2018,0.9722043025286112,1.0285903872252928,"GIN,MLI"
KAZ,Kazakhstan,2018,0.9942335368273115,1.0057999081293212,"GIN,MLI"
MEX,Mexico,2018,0.9938014021279092,1.0062372601395193,"GIN,MLI"
MKD,North Macedonia,2018,0.9338235019353579,1.0708661732409719,"GIN,MLI"
MLI,Mali,2018,1.0,1.0,MLI
MNG,Mongolia,2018,0.9459412328417269,1.0571481243035297,"GIN,MLI"
NGA,Nigeria,2018,0.8549238578680205,1.169694810592566,GIN
PAK,Pakistan,2018,0.9622288641002514,1.0392537963772965,"GIN,MLI"
PER,Peru,2018,0.9412363042270008,1.0624324577251187,"CRI,MLI"
POL,Poland,2018,1.0000000000000002,0.9999999999999999,POL
SEN,Senegal,2018,0.9485139709871921,1.0542807281575646,"GIN,MLI"
SLE,Sierra Leone,2018,0.8495872154737596,1.1770421938874926,"GIN,MLI"
SLV,El Salvador,2018,0.985410831054142,1.014805163984499,"GIN,MLI"
SRB,Serbia,2018,0.9285621745428569,1.076933809512877,"GIN,MLI"
TCD,Chad,2018,0.9359155056215632,1.0684725212837207,"ETH,MLI"
TGO,Togo,2018,0.876698753856778,1.1406426615765044,"GIN,MLI"
TJK,Tajikistan,2018,0.915736040609137,1.0920177383592018,GIN
UKR,Ukraine,2018,0.9387849878111609,1.0652066372850357,"GIN,MLI"
VNM,Viet Nam,2018,0.9167994412800317,1.0907511010301272,"GIN,MLI"
ARM,Armenia,2019,0.7651731160896129,1.3068937982432793,MLI
BLR,Belarus,2019,0.9773600284517328,1.0231644132041413,"CAN,MLI,POL"
CAN,Canada,2019,1.0,1.0,CAN
GEO,Georgia,2019,0.7026476578411405,1.4231884057971016,MLI
IDN,Indonesia,2019,0.9925661914460285,1.0074894839437776,MLI
KAZ,Kazakhstan,2019,0.9886965376782078,1.0114326913173344,MLI
KHM,Cambodia,2019,0.8364562118126272,1.1955198441684929,MLI
MAR,Morocco,2019,0.9348268839103869,1.0697167755991286,MLI
MKD,North Macedonia,2019,0.9192464358452138,1.0878475684058935,MLI
MLI,Mali,2019,1.0,1.0,MLI
PER,Peru,2019,0.9593569618706128,1.042364875374583,"CAN,MLI,POL"
POL,Poland,2019,1.0,1.0,POL
RUS,Russian Federation,2019,0.9450101832993889,1.058189655172414,MLI
SLV,El Salvador,2019,0.9769857433808552,1.0235563894100481,MLI
SRB,Serbia,2019,0.9314663951120162,1.0735760358587516,MLI
UKR,Ukraine,2019,0.9336048879837067,1.0711169284467714,MLI
AFG,Afghanistan,2020,1.0,1.0,AFG
ARM,Armenia,2020,0.7857215914902321,1.2727154386878419,IDN
BLR,Belarus,2020,0.9298353682805892,1.075459198598948,"KAZ,PER"
GEO,Georgia,2020,0.7091132249156183,1.4102120294244915,IDN
IDN,Indonesia,2020,1.0,1.0,IDN
KAZ,Kazakhstan,2020,1.0,1.0,KAZ
MEX,Mexico,2020,0.9773959292216426,1.0231268313101716,IDN
MNG,Mongolia,2020,0.8723534826633935,1.146324305311291,IDN
PER,Peru,2020,1.0,1.0,PER
POL,Poland,2020,0.9999999999999998,1.0000000000000002,POL
RUS,Russian Federation,2020,0.990683403752689,1.0094042114887762,"KAZ,PER"
VNM,Viet Nam,2020,0.9362790221949472,1.0680576797028623,IDN
ARM,Armenia,2021,0.8149542217700918,1.2270627886655845,MLI
BLR,Belarus,2021,1.0000000000000007,0.9999999999999993,BLR
GEO,Georgia,2021,0.6977619532044762,1.4331535209214168,MLI
IDN,Indonesia,2021,1.0000000000000002,0.9999999999999999,IDN
KAZ,Kazakhstan,2021,1.0,1.0,KAZ
MLI,Mali,2021,0.9999999999999998,1.0000000000000002,MLI
MNG,Mongolia,2021,0.8764482928507358,1.1409686209181833,"IDN,MLI"
PER,Peru,2021,0.9405490753371846,1.063208742873414,"BLR,IDN,POL"
POL,Poland,2021,1.0000000000000007,0.9999999999999993,POL
